"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.861257138E1,2.130427541E-1,-1.505673818E0,-9.263002624E-1,1.780582219E0
1.862248838E1,1.296312946E0,-1.989661306E0,-1.421294695E0,2.767536446E0
1.863240537E1,1.478319081E0,-1.833077549E0,-1.376706168E0,2.727805066E0
1.864232237E1,1.683428443E0,-1.887179496E0,-1.446705379E0,2.913474597E0
1.865223938E1,1.382484094E0,-1.705515862E0,-1.634790572E0,2.737259001E0
1.866215638E1,8.657477396E-1,-1.499354147E0,-1.247422768E0,2.133927264E0
1.867207338E1,9.081059200E-1,-1.731997901E0,-5.550615638E-1,2.032871474E0
1.868199038E1,9.919778696E-1,-1.665288772E0,-1.829275104E-1,1.946964114E0
1.869190737E1,-1.181099555E-1,-1.350508595E0,-2.688976604E-1,1.382074303E0
1.870182437E1,-1.083386734E-2,-1.292523512E0,-2.316026571E-1,1.313154291E0
1.871174138E1,-7.626011744E-3,-1.188278766E0,-4.522099176E-1,1.271439496E0
1.872165838E1,-4.474151277E-1,-9.949136835E-1,-1.637539056E-1,1.103108733E0
1.873157538E1,-5.674035012E-1,-1.824319589E-1,9.495308116E-1,1.121087381E0
1.874149238E1,-2.361302293E-1,6.124157327E-1,1.970250012E0,2.076703066E0
1.875140937E1,-3.363180303E-1,6.068836820E-1,1.251357067E0,1.430843154E0
1.876132637E1,-4.891661478E-1,2.516372645E-1,6.666568440E-1,8.643125480E-1
1.877124338E1,-2.910251324E-1,1.655925626E-1,-7.441058466E-1,8.159718349E-1
1.878115938E1,-1.377259899E0,2.796682316E-1,-5.723020792E-1,1.517428357E0
1.879107638E1,-2.042649651E0,2.869947928E-1,-3.270289242E-2,2.062971907E0
1.880099337E1,-2.391504331E0,2.257703519E-1,-3.390899760E-1,2.425952850E0
1.881091037E1,-2.296862030E0,3.762461078E-1,-3.748965704E-1,2.357474020E0
1.882082738E1,-1.788436104E0,3.808858734E-1,-3.170266771E-1,1.855824253E0
1.883074438E1,-5.305614379E-1,4.896867692E-1,2.429500562E-1,7.617829751E-1
1.884066138E1,1.050961438E0,9.513367242E-1,9.736280644E-1,1.719742165E0
1.885057838E1,1.603233296E0,1.584304835E0,1.540690161E0,2.730220684E0
1.886049538E1,6.374813575E-1,1.693769975E0,1.256987059E0,2.203464471E0
1.887041237E1,-4.064742758E-1,1.461309239E0,7.509125903E-1,1.692488034E0
1.888032937E1,-1.022624296E0,9.626820767E-1,7.309311926E-2,1.406364048E0
1.889024638E1,-8.816722660E-1,1.026507359E0,-4.084467244E-1,1.413468100E0
1.890016338E1,-4.050578244E-1,6.859643501E-1,-9.968298161E-1,1.276044127E0
1.891008038E1,-4.331649515E-1,1.177184844E-1,-1.021177037E0,1.115478399E0
1.891999738E1,-4.950426361E-1,8.728992498E-1,-1.047206795E0,1.450400766E0
1.892991437E1,-1.404593293E-1,7.677429235E-1,-1.416931211E0,1.617668716E0
1.893983137E1,-1.743243193E-1,1.025713892E0,-1.370508704E0,1.720689415E0
1.894974838E1,-1.479893737E-1,8.432877803E-1,-1.118376473E0,1.408474732E0
1.895966538E1,-1.594007997E-1,6.328020501E-1,-8.776898736E-1,1.093703142E0
1.896958238E1,-2.009173099E-1,4.278372610E-1,-4.981778035E-1,6.867267369E-1
1.897949938E1,-1.732022021E-1,2.146179575E-1,-1.984901673E-1,3.397914316E-1
1.898941637E1,-1.706482479E-1,4.780157268E-2,5.669489533E-2,1.860648436E-1
1.899933337E1,-2.034689983E-1,-1.312173665E-1,3.817430753E-1,4.520458008E-1
1.900925038E1,-3.028559500E-1,-3.260653031E-1,4.630527020E-1,6.422290192E-1
1.901916738E1,-2.229616418E-1,-3.779768836E-1,5.668144673E-1,7.168382374E-1
1.902908546E1,5.396490343E-2,-5.193099332E-1,4.564395010E-1,6.934926356E-1
1.903900346E1,2.676751538E-1,-8.754971677E-1,1.810239494E-1,9.332282405E-1
1.904891946E1,-3.699200783E-1,1.160876960E-1,5.702590621E-1,6.895742276E-1
1.905883746E1,-7.677401461E-1,1.972276949E0,1.304503287E0,2.486167758E0
1.906875346E1,-1.953967709E-1,1.307207040E0,1.380642806E0,1.911320146E0
1.907867046E1,-6.788395178E-1,6.526989555E-1,1.061903479E0,1.419323084E0
1.908858746E1,-1.820942639E-1,2.194378173E-1,8.691070381E-1,9.146902865E-1
1.909850446E1,2.188665444E-1,-2.312281430E-1,6.262028825E-1,7.024948885E-1
1.910842146E1,4.333245805E-1,-5.109016371E-1,4.694472170E-1,8.180289508E-1
1.911833846E1,7.474326199E-1,-6.988352412E-1,2.428035834E-1,1.051655740E0
1.912825646E1,1.140447665E0,-1.362427559E0,-3.472076654E-2,1.777086172E0
1.913817346E1,1.465694212E0,-2.477911415E0,1.194258714E-1,2.881417540E0
1.914808946E1,6.196848451E-1,-2.453810361E0,2.187987167E-1,2.540288856E0
1.915800746E1,-2.389275921E-1,-3.490723425E-1,1.075354122E0,1.155562366E0
1.916792446E1,5.259302969E-1,-6.162123299E-1,6.956613725E-1,1.067831943E0
1.917784146E1,2.316313085E-1,-9.074960554E-1,-1.027197915E-1,9.422067232E-1
1.918775846E1,2.815353937E-1,-4.495596671E-1,1.200339818E-1,5.438512931E-1
1.919767546E1,3.410848998E-1,-5.230404568E-1,1.982460460E-1,6.551425211E-1
1.920759246E1,2.066122604E-1,-6.145996678E-1,2.781055632E-1,7.055239770E-1
1.921750946E1,2.146851274E-1,-5.651252067E-1,4.522716057E-1,7.549872903E-1
1.922742646E1,1.575511792E-1,-5.434776449E-1,4.938757145E-1,7.510682699E-1
1.923734346E1,8.656256424E-2,-4.483142102E-1,4.410668787E-1,6.348375383E-1
1.924726046E1,-1.715060345E-1,2.824497521E-2,3.843152654E-1,4.217941698E-1
1.925717746E1,-4.818372477E-2,2.645216042E-1,2.302651066E-1,3.539991098E-1
1.926709446E1,-1.081677885E-1,2.225450277E-1,-1.958963424E-1,3.155977453E-1
1.927701146E1,-1.241123782E-1,4.344270730E-1,-3.034035417E-1,5.442283283E-1
1.928692846E1,-7.731868275E-2,5.770599586E-1,-4.499935305E-1,7.358468265E-1
1.929684546E1,-5.351795688E-2,5.715033495E-1,-6.319816858E-1,8.537453375E-1
1.930676246E1,9.640304446E-3,5.002357310E-1,-7.120587194E-1,8.702622259E-1
1.931667946E1,5.329970956E-2,3.945093012E-1,-6.934979028E-1,7.996360353E-1
1.932659646E1,1.463548028E-1,2.098641711E-1,-5.855229262E-1,6.389834080E-1
1.933651346E1,2.347328909E-1,-2.807014346E-2,-4.304538900E-1,4.910987828E-1
1.934643046E1,3.597170524E-1,-2.767317599E-1,-2.696656922E-1,5.279170487E-1
1.935634746E1,4.308051980E-1,-4.416817135E-1,-1.117674807E-1,6.270309596E-1
1.936626446E1,4.379978945E-1,-4.587421346E-1,2.114891124E-1,6.685911653E-1
1.937618146E1,4.733679578E-1,-5.532337242E-1,4.111922845E-1,8.361960727E-1
1.938609846E1,3.986033389E-1,-6.382311898E-1,2.550008753E-1,7.945118752E-1
1.939601546E1,4.240161055E-1,-5.937911814E-1,2.037789738E-1,7.575641855E-1
1.940593246E1,3.980827905E-1,-5.094480193E-1,1.089061457E-1,6.556429981E-1
1.941584946E1,4.006471235E-1,-4.354702163E-1,6.384048522E-2,5.951705926E-1
1.942576646E1,3.555898318E-1,-3.417937285E-1,4.512734860E-2,4.952812927E-1
1.943568346E1,2.964756145E-1,-2.619833279E-1,2.904662848E-2,3.967073993E-1
1.944560046E1,2.442260648E-1,-1.982252884E-1,6.525785029E-2,3.212448019E-1
1.945551746E1,1.454420342E-1,-1.354618603E-1,1.238732636E-1,2.341962560E-1
1.946543446E1,6.276185665E-2,-6.378201306E-2,2.188115805E-1,2.364015728E-1
1.947535146E1,-5.491229855E-3,2.972490549E-2,2.343087485E-1,2.362505307E-1
1.948526846E1,-6.712347753E-2,1.447677040E-1,2.299791777E-1,2.799172584E-1
1.949518546E1,-1.413015477E-1,2.722545469E-1,2.249792236E-1,3.804002060E-1
1.950510246E1,-1.792922234E-1,3.872032052E-1,2.131251633E-1,4.769636870E-1
1.951501946E1,-2.122002069E-1,4.658640432E-1,2.091344386E-1,5.529877467E-1
1.952493646E1,-2.033565856E-1,4.252796888E-1,2.067405885E-1,5.147410860E-1
1.953485346E1,-1.621157350E-1,3.696282291E-1,2.012658405E-1,4.510149420E-1
1.954477046E1,-1.653361987E-1,3.437274027E-1,1.748981139E-1,4.196116493E-1
1.955468746E1,-1.608471816E-1,3.673612636E-1,1.804146695E-1,4.397448883E-1
1.956460446E1,-1.798723403E-1,3.973773605E-1,1.692798167E-1,4.678872533E-1
1.957452146E1,-1.855271094E-1,4.357298326E-1,8.778132498E-2,4.816496200E-1
1.958443846E1,-1.446544873E-1,4.597373307E-1,5.431654036E-2,4.850088870E-1
1.959435546E1,-8.548029944E-2,4.110978520E-1,5.642212272E-2,4.236647040E-1
1.960427246E1,-1.124280333E-1,3.530461103E-1,4.622136265E-2,3.733872427E-1
1.961418946E1,-1.632345998E-1,3.798801523E-1,9.672698021E-2,4.246299252E-1
1.962410646E1,-1.482744254E-1,3.368189174E-1,1.470574737E-1,3.963056761E-1
1.963402346E1,-6.724126238E-2,2.409397835E-1,1.196963051E-1,2.773095239E-1
1.964394046E1,-3.438864470E-2,1.334486639E-1,7.747853100E-2,1.580950586E-1
1.965385746E1,-1.797112495E-2,1.176605970E-1,8.946824670E-2,1.489011235E-1
1.966377446E1,3.017883215E-2,1.136400515E-1,1.110336551E-1,1.617198064E-1
1.967369146E1,6.757342078E-2,7.383571565E-2,5.866102159E-2,1.160129112E-1
1.968360846E1,6.957894266E-2,3.515696883E-2,3.770226181E-2,8.659504757E-2
1.969352546E1,8.478327479E-2,-2.201593637E-2,3.600364566E-2,9.470568958E-2
1.970344246E1,1.065510700E-1,-4.475049555E-2,6.619662076E-2,1.331830693E-1
1.971335946E1,9.301611789E-2,-5.797631264E-2,6.106071889E-2,1.254657818E-1
1.972327646E1,1.037406788E-1,-6.467429817E-2,5.302956820E-2,1.332555004E-1
1.973319346E1,1.446257994E-1,-8.987111986E-2,7.122142553E-2,1.845695844E-1
1.974311046E1,1.618984013E-1,-1.409541500E-1,6.652143359E-2,2.247315418E-1
1.975302746E1,1.778949581E-1,-1.865805584E-1,1.013100278E-1,2.769885244E-1
1.976294446E1,1.654262824E-1,-1.948292255E-1,1.296853960E-1,2.866052755E-1
1.977286146E1,7.991634484E-2,-1.406074101E-1,1.011916217E-1,1.907794807E-1
1.978277846E1,8.943780463E-2,-1.578613740E-1,-1.258499148E-1,2.208110853E-1
1.979269546E1,1.881073030E-1,-7.888829470E-2,2.673463941E-2,2.057242363E-1
1.980261246E1,1.522423460E-1,-1.464704132E-1,7.559514284E-2,2.243790085E-1
1.981252946E1,6.738850258E-2,-9.560022175E-2,1.113087666E-1,1.614628570E-1
1.982244746E1,2.484675620E-2,-5.383005202E-2,1.432623383E-1,1.550455848E-1
1.983236446E1,-5.610988140E-3,-1.220787531E-1,1.170326060E-1,1.692079668E-1
1.984228146E1,-4.368235543E-3,-5.755063534E-2,7.989401579E-2,9.856069637E-2
